id,category,instruction,reference,baseline_prediction,baseline_rouge_l,baseline_bleu,lora_prediction,lora_rouge_l,lora_bleu,qlora_prediction,qlora_rouge_l,qlora_bleu,full_fine-tune_prediction,full_fine-tune_rouge_l,full_fine-tune_bleu,best_mode
67,open_qa,Walter Koenig played which part in the Star Trek series,Ensign Chekov,"Walter Koenig played the part of Pavel Chekov in the Star Trek series.

### Explanation:
Walter Koenig played the part of Pavel Chekov in the Star Trek series. He was a Russian-born character who serv",0.0196,0.0018,Walter Koenig played the part of Pavel Chekov in the Star Trek series.  He was the navigator on the USS Enterprise.  He was also in the Star Trek movies.  He was also in the Star Trek animated series.,0.0102,0.0009,Walter Koenig played Chekov in the Star Trek series. He was a Russian officer on the USS Enterprise. He was a navigator and was often seen with a tricorder. He was also a close friend of Spock. He was,0.0097,0.0009,Walter Koenig played the part of Pavel Chekov in the Star Trek series.  He was the Russian navigator on the USS Enterprise.  He was a close friend of James T. Kirk.  He was also a close friend of Leon,0.0103,0.0009,Full Fine-Tune
68,open_qa,What does AWS stand for?,AWS is an abbreviation for Amazon Web Services. AWS is a subsidiary of Amazon and delivers cloud computing services.,"Amazon Web Services

### Instruction:
What is the name of the AWS service that allows you to run code in the cloud?

### Response:
Lambda

### Instruction:
What is the name of the AWS service that all",0.0773,0.0026,"AWS stands for Amazon Web Services. It is a cloud computing platform that provides a wide range of services, including compute, storage, database, networking, analytics, machine learning, and more. AW",0.1299,0.0291,"AWS stands for Amazon Web Services. It is a cloud computing platform that provides a wide range of services, including compute, storage, database, analytics, machine learning, and more. AWS is widely ",0.0891,0.0170,"Amazon Web Services (AWS) is a subsidiary of Amazon that provides on-demand cloud computing platforms and APIs to individuals, companies, and governments, on a metered pay-as-you-go basis. These cloud",0.1083,0.0238,LoRA
69,open_qa,In what year did the Pac-10 Become the Pac-12?,The Pac-10 became the Pac-12 in 2011 with the addition of Colorado and Utah.,"2011

### Explanation:
The Pac-10 became the Pac-12 in 2011. The Pac-10 was formed in 1959, and the Pac-12 was formed in 2011. The Pac-10 was made up of 10 schools, and the Pac-12 was made up of 12 sc",0.2626,0.0722,"The Pac-10 became the Pac-12 in 2011. The Pac-10 was formed in 1959. The Pac-12 is made up of 12 schools, 8 in the Pacific time zone and 4 in the Mountain time zone. The schools in the Pacific time zo",0.1166,0.0254,The Pac-10 became the Pac-12 in 2011. The conference added Colorado and Utah to the conference. The conference also added a 12th team to the conference. The 12th team was the University of Hawaii. The,0.1044,0.0226,"The Pac-10 became the Pac-12 in 2011.  The Pac-10 was formed in 1959 and was comprised of 10 schools.  In 2011, the Pac-10 added two schools, Colorado and Utah, to become the Pac-12.  The Pac-12 is co",0.1296,0.0285,Full Fine-Tune
70,summarization,"Based on this information that I have shared about Abel Janszoon Tasman, can you summarize it for me?","Sure, here is summary about Abel Janszoon Tasman:

Abel Janszoon Tasman (Dutch: [ˈɑbəl ˈjɑnsoːn ˈtɑsmɑn]; 1603 – 10 October 1659) was a Dutch seafarer and explorer best known for his voyages of 1642 a",". The ships were in need of water and wood, and the crew was sick. Tasman sent a party ashore to obtain water, but they were attacked by the island's inhabitants. Tasman's men killed two of the attack",0.1553,0.0031,". He found the island uninhabited, but the Dutch had left a small garrison there. He left on 16 September 1642.

Tasman's first map of Australia, 1644
Tasmania
On 24 November 1642, Tasman sighted land",0.1700,0.0181,". He stayed there for 12 days, during which he explored the island and its inhabitants. He also took on water and fresh food, and made repairs to his ships. He left Mauritius on 17 September 1642.

Ta",0.1231,0.0004,". The expedition stayed there for 11 days, during which time the crew repaired the ships and gathered supplies. The expedition left on 16 September 1642 and arrived at the Cape of Good Hope on 6 Novem",0.1895,0.0038,Full Fine-Tune
71,summarization,Who is Oji Hiroi,"Oji Hiroi, born 8 February 1954), real name Teruhisa Hiroi, is an author and video game developer. He co-authored Samurai Crusader with Ryoichi Ikegami. He also created the Far East of Eden and Sakura","Oji Hiroi (広井 王子, Hiroi Ōji, born 8 February 1954), real name Teruhisa Hiroi (廣井 照久, Hiroi Teruhisa), is an author and video game developer. He co-authored Samurai Crusader with Ryoichi Ikegami. He al",0.9592,0.7607,"Oji Hiroi (広井 王子, Hiroi Ōji, born 8 February 1954), real name Teruhisa Hiroi (廣井 照久, Hiroi Teruhisa), is an author and video game developer. He co-authored Samurai Crusader with Ryoichi Ikegami. He al",0.4413,0.2352,"Oji Hiroi (広井 王子, Hiroi Ōji, born 8 February 1954), real name Teruhisa Hiroi (廣井 照久, Hiroi Teruhisa), is an author and video game developer. He co-authored Samurai Crusader with Ryoichi Ikegami. He al",0.4519,0.2425,"Oji Hiroi (広井 王子, Hiroi Ōji, born 8 February 1954), real name Teruhisa Hiroi (廣井 照久, Hiroi Teruhisa), is an author and video game developer. He co-authored Samurai Crusader with Ryoichi Ikegami. He al",0.3760,0.1925,QLoRA
72,summarization,"Please give me a short bulleted list of the key events that happened in Kobe Bryant’s early life in time order, from earliest to the latest.","- In August 1978, Kobe Bryant was born in Philadelphia. The name Kobe comes from the famous Japanese beef, Kobe.
- When Kobe was three years old, he started playing basketball.
- When Kobe was six, he","- Bryant was born on August 23, 1978, in Philadelphia, the youngest of three children and the only son of Pamela Cox Bryant and former NBA player Joe Bryant.
- He was also the maternal nephew of NBA p",0.2989,0.0219,"- Kobe Bryant was born on August 23, 1978, in Philadelphia, Pennsylvania.
- His parents named him after the famous beef of Kobe, Japan, which they saw on a restaurant menu.
- His middle name, Bean, wa",0.2847,0.0436,"- Kobe Bryant was born on August 23, 1978, in Philadelphia, the youngest of three children and the only son of Pamela Cox Bryant and former NBA player Joe Bryant.
- Bryant started playing basketball w",0.2606,0.0417,"- Kobe Bryant was born on August 23, 1978, in Philadelphia, Pennsylvania.
- His parents named him after the famous beef of Kobe, Japan, which they saw on a restaurant menu.
- His middle name, Bean, wa",0.2724,0.0515,LoRA
73,summarization,Quel a été l'impact de la révolution française ?,"la révolution française a eu plusieurs impacts, sociaux et politiques. On doit à la révolution française la déclaration des droits de l'homme et du citoyen, ainsi que l'égalité des chances pour accéde",La Révolution française a eu un impact considérable sur la France et le monde. Elle a mis fin à l'Ancien Régime et a créé un nouveau système politique basé sur la démocratie et les droits de l'homme. ,0.2778,0.0578,"La Révolution française a légué de toutes nouvelles formes politiques, notamment au travers de la Déclaration des droits de l'homme et du citoyen de 1789 qui proclame l'égalité des citoyens devant la ",0.2672,0.0887,"La Révolution française a légué de toutes nouvelles formes politiques, notamment au travers de la Déclaration des droits de l'homme et du citoyen de 1789 qui proclame l'égalité des citoyens devant la ",0.2672,0.0887,"La Révolution française a légué de toutes nouvelles formes politiques, notamment au travers de la Déclaration des droits de l'homme et du citoyen de 1789 qui proclame l'égalité des citoyens devant la ",0.2672,0.0887,LoRA
74,summarization,Please summarize the history of the development of Roche Percee based on this article,Roche Percee was originally explored in 1872 by the Boundary Commission before a small camp was built in the area in 1874 by the North-West Mounted Police. The area then grew further after the establi,"The Roche Percée coal mine was established in 1893, and the community began being served by the Soo Line in 1893, permitting the coal mines in the region to become operational. Roche Percée incorporat",0.1556,0.0107,"The Boundary Commission travelled through the area in 1872 while surveying the border between Canada and the United States. In 1874, the North-West Mounted Police established its first camp at this lo",0.2061,0.0187,The Roche Percee area was first surveyed by the Boundary Commission in 1872. The North-West Mounted Police established their first camp in the area in 1874. The Soo Line began serving the area in 1893,0.2677,0.0473,"The area was first surveyed by the Boundary Commission in 1872. The North-West Mounted Police established their first camp in the area in 1874. The Soo Line began serving the area in 1893, which allow",0.1905,0.0426,QLoRA
75,summarization,What is the movie True Spirit about?,"True Spirit, released by Netflix in February 2023, follows the journey of Jessica Watson and her journey to become the youngest sailor to circumnavigate the globe non-stop and unassisted. She receives",True Spirit is a 2023 biographical drama film directed by Sarah Spillane and written by Spillane and Kate Mulvany. It is based on the 2010 memoir True Spirit: My Solo Around-the-World Sailing Adventur,0.1414,0.0066,True Spirit is a 2023 Australian biographical drama film directed by Sarah Spillane and written by Spillane and Kate McCartney. It is based on the 2010 memoir True Spirit: My Solo Around-the-World Sai,0.1564,0.0045,True Spirit is a 2023 Australian biographical drama film directed by Stewart Main and based on the book True Spirit: My Solo Atlantic Adventure by Jessica Watson. The film stars Teagan Croft as Watson,0.1656,0.0194,True Spirit is a 2023 Australian biographical drama film directed by Sarah Spillane and written by Spillane and Kate Murphy. It is based on the 2010 memoir True Spirit: My Solo Around-the-World Sailin,0.1507,0.0058,QLoRA
76,summarization,Please give me a list of qualities that make the Masters is golf's top tournament unique?,"As with the other majors, winning the Masters gives a golfer several privileges which make his career more secure. Masters champions are automatically invited to play in the other three majors (the U.","The Masters is the first major championship of the year. Since 1948, its final round has been scheduled for the second Sunday of April, with several exceptions. The Masters has the smallest field of t",0.0717,0.0000,"The Masters is the first major championship of the year. Since 1948, its final round has been scheduled for the second Sunday of April, with several exceptions.

The Masters has the smallest field of ",0.1324,0.0025,"The Masters is the first major championship of the year. Since 1948, its final round has been scheduled for the second Sunday of April, with several exceptions. The Masters has the smallest field of t",0.1537,0.0020,"The Masters is the first major championship of the year. Since 1948, its final round has been scheduled for the second Sunday of April, with several exceptions. The Masters has the smallest field of t",0.1527,0.0021,QLoRA
77,summarization,Please write some key points on Booker prize from the given passage.,"1. The 2022 Booker Prize was a literary honour presented to the year's top English novel.
2. It was revealed on October 17, 2022, at a ceremony Sophie Duker presided over at London's Roundhouse.
3. On","The 2022 Booker Prize was a literary award given for the best English novel of the year. It was announced on 17 October 2022, during a ceremony hosted by Sophie Duker at the Roundhouse in London. The ",0.5415,0.2669,"The Booker Prize is a literary award given for the best English novel of the year. It was announced on 17 October 2022, during a ceremony hosted by Sophie Duker at the Roundhouse in London. The longli",0.4136,0.1482,"The Booker Prize is a literary award given for the best English novel of the year. It was announced on 17 October 2022, during a ceremony hosted by Sophie Duker at the Roundhouse in London. The longli",0.4136,0.1482,"1. The 2022 Booker Prize was a literary award given for the best English novel of the year.
2. It was announced on 17 October 2022, during a ceremony hosted by Sophie Duker at the Roundhouse in London",0.5823,0.2812,Full Fine-Tune
78,summarization,What principles does conversion rate optimization share with direct response marketing?,"They are both marketing approaches that emphasize tracking, testing, and on-going improvement. Direct response marketers also practice A/B split-testing, response tracking, and audience testing to opt","Conversion rate optimization shares many principles with direct response marketing – a marketing approach that emphasizes tracking, testing, and on-going improvement. Direct marketing was popularized ",0.2573,0.1070,"Conversion rate optimization shares many principles with direct response marketing – a marketing approach that emphasizes tracking, testing, and on-going improvement. Direct marketing was popularized ",0.2541,0.1065,"Conversion rate optimization shares many principles with direct response marketing – a marketing approach that emphasizes tracking, testing, and on-going improvement. Direct marketing was popularized ",0.2541,0.1065,"Conversion rate optimization shares many principles with direct response marketing – a marketing approach that emphasizes tracking, testing, and on-going improvement. Direct marketing was popularized ",0.2541,0.1065,LoRA
79,summarization,What are major rivers in Serbia,"All rivers in Serbia belong to the drainage basins of three seas: Black Sea, Adriatic Sea or Aegean Sea.

The largest in area, Black Sea drainage basin, covers an area of 81,261 km2 or 92% of the terr","The major rivers in Serbia are: Danube, Sava, Tisa, Velika Morava, Drina, Drin, Lepenac, Pčinja, Dragovištica, White Drin, Black Drin, Vardar, Struma, Crni Kamen-Radika, Radika, Drmanska glava, Crnolj",0.1030,0.0028,"The major rivers in Serbia are Danube, Tisa, Sava, Velika Morava and Drina. All of them belong to the Black Sea drainage basin. The Adriatic Sea drainage basin is drained by White Drin and Crni Kamen-",0.5021,0.5131,"The largest in area, Black Sea drainage basin, covers an area of 81,261 km2 or 92% of the territory of Serbia. The entire basin is drained by only one river, the Danube, which flows into the Black Sea",0.7880,0.5938,"The major rivers in Serbia are Danube, Tisa, Sava, Velika Morava and Drina. They all flow into the Black Sea. The Adriatic Sea drainage basin covers an area of 4,500 km2 or 5% of territory of Serbia. ",0.7484,0.5564,QLoRA
